decl,decl_fanout,qid_index,qid,qid_label,qid_status,qid_importance,is_primary_decl_of_qid,qid_other_decls,wikipedia_url,wikidata_url,mathlib_doc_url,decision,notes
Polygon,6,3/6,Q2995026,Euclidean tilings by convex regular polygons,not_formalized,Mid,FALSE,"DiscreteTiling.PlacedTile, DiscreteTiling.Protoset, DiscreteTiling.Prototile",https://en.wikipedia.org/wiki/Euclidean_tilings_by_convex_regular_polygons,https://www.wikidata.org/wiki/Q2995026,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Polygon,,
Polygon,6,4/6,Q36810,Quadrilateral,formalized,High,TRUE,,https://en.wikipedia.org/wiki/Quadrilateral,https://www.wikidata.org/wiki/Q36810,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Polygon,,
Polygon,6,5/6,Q37555,Polygon,formalized,Top,TRUE,"Polygon.HasNondegenerateEdges, Polygon.HasNondegenerateVertices, Polygon.boundary, Polygon.edgeSet",https://en.wikipedia.org/wiki/Polygon,https://www.wikidata.org/wiki/Q37555,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Polygon,,
Polygon,6,6/6,Q83043,Hexagon,formalized,High,TRUE,,https://en.wikipedia.org/wiki/Hexagon,https://www.wikidata.org/wiki/Q83043,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Polygon,,
deriv,6,1/6,Q1058681,Differential operator,formalized,High,FALSE,"Derivation, fderiv, iteratedDeriv, Δ",https://en.wikipedia.org/wiki/Differential_operator,https://www.wikidata.org/wiki/Q1058681,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=deriv,,
deriv,6,2/6,Q149972,Calculus,formalized,Top,FALSE,"HasDerivAt, integral_deriv_eq_sub, intervalIntegral",https://en.wikipedia.org/wiki/Calculus,https://www.wikidata.org/wiki/Q149972,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=deriv,,
deriv,6,3/6,Q149999,Differential calculus,formalized,Top,TRUE,"Differentiable, HasDerivAt, HasFDerivAt, fderiv",https://en.wikipedia.org/wiki/Differential_calculus,https://www.wikidata.org/wiki/Q149999,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=deriv,,
deriv,6,4/6,Q29175,Derivative,formalized,Top,FALSE,"DifferentiableAt, HasDerivAt, HasFDerivAt, fderiv",https://en.wikipedia.org/wiki/Derivative,https://www.wikidata.org/wiki/Q29175,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=deriv,,
deriv,6,5/6,Q48835224,Fluxion,formalized,Mid,TRUE,"HasDerivAt, HasDerivWithinAt, HasStrictDerivAt",https://en.wikipedia.org/wiki/Fluxion,https://www.wikidata.org/wiki/Q48835224,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=deriv,,
deriv,6,6/6,Q750432,Differential of a function,formalized,Mid,FALSE,"HasDerivAt, HasFDerivAt, HasFDerivAtFilter, fderiv",https://en.wikipedia.org/wiki/Differential_of_a_function,https://www.wikidata.org/wiki/Q750432,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=deriv,,
Basis,5,1/5,Q11210,Coordinate system,formalized,Top,TRUE,"Basis.coord, ChartedSpace",https://en.wikipedia.org/wiki/Coordinate_system,https://www.wikidata.org/wiki/Q11210,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Basis,,
Basis,5,2/5,Q125977,Vector space,formalized,Top,FALSE,"Basis.ofVectorSpace, Module",https://en.wikipedia.org/wiki/Vector_space,https://www.wikidata.org/wiki/Q125977,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Basis,,
Basis,5,3/5,Q189569,Basis (linear algebra),formalized,High,TRUE,"Basis.equivFun, Basis.mk, LinearIndependent, Submodule.span",https://en.wikipedia.org/wiki/Basis_linear_algebra,https://www.wikidata.org/wiki/Q189569,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Basis,,
Basis,5,4/5,Q62912,Cartesian coordinate system,formalized,Top,FALSE,"AffineBasis, EuclideanSpace, EuclideanSpace.equiv, OrthonormalBasis",https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://www.wikidata.org/wiki/Q62912,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Basis,,
Basis,5,5/5,Q82571,Linear algebra,formalized,Top,FALSE,"LinearMap, Module, Module.rank, Submodule",https://en.wikipedia.org/wiki/Linear_algebra,https://www.wikidata.org/wiki/Q82571,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Basis,,
Cardinal.cantor,5,1/5,Q379078,Cantor's paradox,formalized,Mid,TRUE,"Cardinal.cantor', Cardinal.instNoMaxOrder, Function.cantor_injective, Function.cantor_surjective",https://en.wikipedia.org/wiki/Cantors_paradox,https://www.wikidata.org/wiki/Q379078,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.cantor,,
Cardinal.cantor,5,2/5,Q4049983,Cardinality,formalized,High,FALSE,"Cardinal, Cardinal.aleph, Cardinal.aleph0, Cardinal.mk",https://en.wikipedia.org/wiki/Cardinality,https://www.wikidata.org/wiki/Q4049983,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.cantor,,
Cardinal.cantor,5,3/5,Q4344872,Paradoxes of set theory,formalized,Mid,FALSE,"ZFSet.isOrdinal_notMem_univ, cantor_injective, cantor_surjective, not_small_ordinal",https://en.wikipedia.org/wiki/Paradoxes_of_set_theory,https://www.wikidata.org/wiki/Q4344872,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.cantor,,
Cardinal.cantor,5,4/5,Q474881,Cantor's theorem,formalized,High,TRUE,"Cardinal.cantor', Function.cantor_injective, Function.cantor_surjective",https://en.wikipedia.org/wiki/Cantors_theorem,https://www.wikidata.org/wiki/Q474881,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.cantor,,
Cardinal.cantor,5,5/5,Q729471,Cantor's diagonal argument,formalized,High,FALSE,"Cardinal.cantor', Function.cantor_injective, Function.cantor_surjective",https://en.wikipedia.org/wiki/Cantors_diagonal_argument,https://www.wikidata.org/wiki/Q729471,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.cantor,,
Differentiable,5,1/5,Q111954994,Calculus on Euclidean space,formalized,High,FALSE,"DifferentiableOn, EuclideanSpace, HasFDerivAt, fderiv",https://en.wikipedia.org/wiki/Calculus_on_Euclidean_space,https://www.wikidata.org/wiki/Q111954994,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Differentiable,,
Differentiable,5,2/5,Q149999,Differential calculus,formalized,Top,FALSE,"HasDerivAt, HasFDerivAt, deriv, fderiv",https://en.wikipedia.org/wiki/Differential_calculus,https://www.wikidata.org/wiki/Q149999,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Differentiable,,
Differentiable,5,3/5,Q2035437,Multivariable calculus,formalized,High,FALSE,"ContDiff, HasFDerivAt, fderiv",https://en.wikipedia.org/wiki/Multivariable_calculus,https://www.wikidata.org/wiki/Q2035437,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Differentiable,,
Differentiable,5,4/5,Q636889,Derivative (multivariable calculus),formalized,Mid,FALSE,"DifferentiableAt, HasFDerivAt, HasFDerivAtFilter, fderiv",https://en.wikipedia.org/wiki/Derivative_multivariable_calculus,https://www.wikidata.org/wiki/Q636889,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Differentiable,,
Differentiable,5,5/5,Q847600,Entire function,formalized,High,TRUE,"Complex.taylorSeries_eq_of_entire, Differentiable.apply_eq_apply_of_bounded, Differentiable.exists_eq_const_of_bounded",https://en.wikipedia.org/wiki/Entire_function,https://www.wikidata.org/wiki/Q847600,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Differentiable,,
Field,5,1/5,Q11205,Arithmetic,not_formalized,High,FALSE,"CommRing, Real, Semiring",https://en.wikipedia.org/wiki/Arithmetic,https://www.wikidata.org/wiki/Q11205,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Field,,
Field,5,2/5,Q1226939,Division (mathematics),formalized,Top,FALSE,"DivInvMonoid, DivisionRing, EuclideanDomain, GroupWithZero",https://en.wikipedia.org/wiki/Division_mathematics,https://www.wikidata.org/wiki/Q1226939,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Field,,
Field,5,3/5,Q159943,Abstract algebra,not_formalized,Top,FALSE,"Algebra, Group, Module, Ring",https://en.wikipedia.org/wiki/Abstract_algebra,https://www.wikidata.org/wiki/Q159943,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Field,,
Field,5,4/5,Q190109,Field (mathematics),formalized,Top,TRUE,"DivisionRing, Field.toSemifield, Semifield",https://en.wikipedia.org/wiki/Field_mathematics,https://www.wikidata.org/wiki/Q190109,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Field,,
Field,5,5/5,Q3968,Algebra,not_formalized,Top,FALSE,"Algebra, Group, Ring",https://en.wikipedia.org/wiki/Algebra,https://www.wikidata.org/wiki/Q3968,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Field,,
Function.Bijective,5,1/5,Q11348,Function (mathematics),not_formalized,Top,FALSE,"Function.IsFixedPt, Function.graph",https://en.wikipedia.org/wiki/Function_mathematics,https://www.wikidata.org/wiki/Q11348,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Function.Bijective,,
Function.Bijective,5,2/5,Q180907,Bijection,formalized,High,TRUE,"Equiv, Function.Bijective.comp, Function.bijective_iff_has_inverse",https://en.wikipedia.org/wiki/Bijection,https://www.wikidata.org/wiki/Q180907,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Function.Bijective,,
Function.Bijective,5,3/5,Q191884,Inverse function,formalized,High,FALSE,"Equiv, Equiv.ofBijective, Function.invFun, Function.invFun_eq",https://en.wikipedia.org/wiki/Inverse_function,https://www.wikidata.org/wiki/Q191884,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Function.Bijective,,
Function.Bijective,5,4/5,Q229102,Surjective function,formalized,High,FALSE,"Function.Surjective, Function.Surjective.hasRightInverse, Function.Surjective.of_comp, Function.surjective_iff_hasRightInverse",https://en.wikipedia.org/wiki/Surjective_function,https://www.wikidata.org/wiki/Q229102,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Function.Bijective,,
Function.Bijective,5,5/5,Q4907197,"Bijection, injection and surjection",formalized,High,TRUE,Equiv,https://en.wikipedia.org/wiki/Bijection_injection_and_surjection,https://www.wikidata.org/wiki/Q4907197,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Function.Bijective,,
InnerProductSpace,5,1/5,Q181365,Dot product,formalized,High,FALSE,"Inner, Matrix.dotProduct, Matrix.dotProductBilin",https://en.wikipedia.org/wiki/Dot_product,https://www.wikidata.org/wiki/Q181365,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=InnerProductSpace,,
InnerProductSpace,5,2/5,Q190056,Hilbert space,formalized,Top,TRUE,"HilbertBasis, InnerProductSpace.toDual",https://en.wikipedia.org/wiki/Hilbert_space,https://www.wikidata.org/wiki/Q190056,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=InnerProductSpace,,
InnerProductSpace,5,3/5,Q190549,Functional analysis,formalized,Top,FALSE,"ContinuousLinearMap, NormedAddCommGroup, NormedSpace",https://en.wikipedia.org/wiki/Functional_analysis,https://www.wikidata.org/wiki/Q190549,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=InnerProductSpace,,
InnerProductSpace,5,4/5,Q214159,Inner product space,formalized,High,TRUE,"Inner, InnerProductSpace.Core, PreInnerProductSpace.Core",https://en.wikipedia.org/wiki/Inner_product_space,https://www.wikidata.org/wiki/Q214159,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=InnerProductSpace,,
InnerProductSpace,5,5/5,Q44528,Euclidean vector,formalized,Top,FALSE,"EuclideanSpace, EuclideanSpace.proj, EuclideanSpace.single",https://en.wikipedia.org/wiki/Euclidean_vector,https://www.wikidata.org/wiki/Q44528,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=InnerProductSpace,,
IsProbabilityMeasure,5,1/5,Q10290214,Event (probability theory),formalized,High,FALSE,"MeasurableSet, MeasurableSpace",https://en.wikipedia.org/wiki/Event_probability_theory,https://www.wikidata.org/wiki/Q10290214,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=IsProbabilityMeasure,,
IsProbabilityMeasure,5,2/5,Q176623,Random variable,formalized,Top,FALSE,"AEMeasurable, Measurable, MeasurableSpace, Measure.map",https://en.wikipedia.org/wiki/Random_variable,https://www.wikidata.org/wiki/Q176623,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=IsProbabilityMeasure,,
IsProbabilityMeasure,5,3/5,Q176640,Randomness,formalized,High,TRUE,"IndepFun, PMF, ProbabilityMeasure",https://en.wikipedia.org/wiki/Randomness,https://www.wikidata.org/wiki/Q176640,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=IsProbabilityMeasure,,
IsProbabilityMeasure,5,4/5,Q5862903,Probability theory,formalized,Top,TRUE,"MeasureSpace, MeasureTheory.Measure, ProbabilityMeasure",https://en.wikipedia.org/wiki/Probability_theory,https://www.wikidata.org/wiki/Q5862903,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=IsProbabilityMeasure,,
IsProbabilityMeasure,5,5/5,Q9492,Probability,formalized,Top,TRUE,ProbabilityMeasure,https://en.wikipedia.org/wiki/Probability,https://www.wikidata.org/wiki/Q9492,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=IsProbabilityMeasure,,
IsometryEquiv,5,1/5,Q21030012,Symmetry (geometry),formalized,Top,FALSE,"Isometry, MulAction.stabilizer",https://en.wikipedia.org/wiki/Symmetry_geometry,https://www.wikidata.org/wiki/Q21030012,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=IsometryEquiv,,
IsometryEquiv,5,2/5,Q2431134,Symmetry in mathematics,formalized,Top,FALSE,"Equiv, Equiv.Perm, Isometry, MulAut",https://en.wikipedia.org/wiki/Symmetry_in_mathematics,https://www.wikidata.org/wiki/Q2431134,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=IsometryEquiv,,
IsometryEquiv,5,3/5,Q740207,Isometry,formalized,High,FALSE,"Isometry, IsometryClass, isometry_iff_dist_eq",https://en.wikipedia.org/wiki/Isometry,https://www.wikidata.org/wiki/Q740207,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=IsometryEquiv,,
IsometryEquiv,5,4/5,Q852195,Euclidean group,formalized,High,TRUE,"EuclideanSpace, IsometryEquiv.instGroup, Matrix.orthogonalGroup, Matrix.specialOrthogonalGroup",https://en.wikipedia.org/wiki/Euclidean_group,https://www.wikidata.org/wiki/Q852195,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=IsometryEquiv,,
IsometryEquiv,5,5/5,Q908686,Euclidean plane isometry,formalized,Mid,FALSE,"AffineIsometryEquiv, AffineSubspace.reflection, Isometry, reflection",https://en.wikipedia.org/wiki/Euclidean_plane_isometry,https://www.wikidata.org/wiki/Q908686,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=IsometryEquiv,,
Monoid,5,1/5,Q199,1,formalized,Top,FALSE,"MulOne, MulOneClass, mul_one, one_mul",https://en.wikipedia.org/wiki/1,https://www.wikidata.org/wiki/Q199,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Monoid,,
Monoid,5,2/5,Q205464,Algebraic structure,not_formalized,Top,FALSE,"Group, Semigroup",https://en.wikipedia.org/wiki/Algebraic_structure,https://www.wikidata.org/wiki/Q205464,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Monoid,,
Monoid,5,3/5,Q208237,Monoid,formalized,Mid,TRUE,"AddMonoid, CommMonoid, Semigroup",https://en.wikipedia.org/wiki/Monoid,https://www.wikidata.org/wiki/Q208237,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Monoid,,
Monoid,5,4/5,Q40276,Multiplication,formalized,Top,FALSE,"CommMonoid, Mul, Semigroup, mul_comm",https://en.wikipedia.org/wiki/Multiplication,https://www.wikidata.org/wiki/Q40276,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Monoid,,
Monoid,5,5/5,Q901718,Product (mathematics),formalized,Top,TRUE,"CommMonoid, Finset.prod, Semigroup",https://en.wikipedia.org/wiki/Product_mathematics,https://www.wikidata.org/wiki/Q901718,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Monoid,,
Partrec,5,1/5,Q1148456,Computable function,formalized,Top,FALSE,"Computable, ComputablePred, Computable₂, Nat.Partrec",https://en.wikipedia.org/wiki/Computable_function,https://www.wikidata.org/wiki/Q1148456,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Partrec,,
Partrec,5,2/5,Q284164,General recursive function,formalized,Mid,FALSE,"Nat.Partrec, Nat.Partrec', Nat.Partrec.Code, Nat.Partrec.Code.eval",https://en.wikipedia.org/wiki/General_recursive_function,https://www.wikidata.org/wiki/Q284164,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Partrec,,
Partrec,5,3/5,Q309157,Church–Turing thesis,formalized,High,FALSE,"Computable, Nat.Partrec, Nat.Partrec.Code, Nat.Partrec.Code.exists_code",https://en.wikipedia.org/wiki/Church-Turing_thesis,https://www.wikidata.org/wiki/Q309157,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Partrec,,
Partrec,5,4/5,Q818930,Computability theory,formalized,Mid,FALSE,"Computable, ComputablePred, TuringDegree, TuringReducible",https://en.wikipedia.org/wiki/Computability_theory,https://www.wikidata.org/wiki/Q818930,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Partrec,,
Partrec,5,5/5,Q844718,Theory of computation,formalized,High,FALSE,"Computable, ComputablePred, Turing.Machine, Turing.TM2Computable",https://en.wikipedia.org/wiki/Theory_of_computation,https://www.wikidata.org/wiki/Q844718,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Partrec,,
Projectivization,5,1/5,Q177409,Projective geometry,formalized,High,TRUE,"Projectivization.Independent, Projectivization.Subspace, Projectivization.Subspace.span, Projectivization.equivSubmodule",https://en.wikipedia.org/wiki/Projective_geometry,https://www.wikidata.org/wiki/Q177409,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Projectivization,,
Projectivization,5,2/5,Q23937546,Real projective line,formalized,High,TRUE,"Projectivization.map, Projectivization.mk, projectivizationSetoid",https://en.wikipedia.org/wiki/Real_projective_line,https://www.wikidata.org/wiki/Q23937546,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Projectivization,,
Projectivization,5,3/5,Q2597317,Real projective space,formalized,High,TRUE,"Projectivization.mk, projectivizationSetoid",https://en.wikipedia.org/wiki/Real_projective_space,https://www.wikidata.org/wiki/Q2597317,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Projectivization,,
Projectivization,5,4/5,Q825857,Riemann sphere,formalized,High,FALSE,"OnePoint, OnePoint.equivProjectivization, onePointEquivSphereOfFinrankEq",https://en.wikipedia.org/wiki/Riemann_sphere,https://www.wikidata.org/wiki/Q825857,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Projectivization,,
Projectivization,5,5/5,Q877775,Projective space,formalized,High,TRUE,"Projectivization.Subspace, Projectivization.equivSubmodule, Projectivization.mk, projectivizationSetoid",https://en.wikipedia.org/wiki/Projective_space,https://www.wikidata.org/wiki/Q877775,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Projectivization,,
